stem,output,morph
daʔav,lidʔov,INFINITIVE+E+E+E+MISSING
daʔav,daʔavnu,PAST+FIRST+MF+PLURAL+COMPLETE
daʔav,daʔavti,PAST+FIRST+MF+SINGULAR+COMPLETE
daʔav,dəʔavten,PAST+SECOND+F+PLURAL+COMPLETE
daʔav,daʔavt,PAST+SECOND+F+SINGULAR+COMPLETE
daʔav,dəʔavtem,PAST+SECOND+M+PLURAL+COMPLETE
daʔav,daʔavta,PAST+SECOND+M+SINGULAR+COMPLETE
daʔav,daʔavu,PAST+THIRD+F+PLURAL+COMPLETE
daʔav,daʔava,PAST+THIRD+F+SINGULAR+COMPLETE
daʔav,daʔavu,PAST+THIRD+M+PLURAL+COMPLETE
daʔav,daʔav,PAST+THIRD+M+SINGULAR+COMPLETE
daʔav,doʔavot,PRESENT+FIRST+F+PLURAL+COMPLETE
daʔav,doʔevet,PRESENT+FIRST+F+SINGULAR+COMPLETE
daʔav,doʔavim,PRESENT+FIRST+M+PLURAL+COMPLETE
daʔav,doʔeiv,PRESENT+FIRST+M+SINGULAR+COMPLETE
daʔav,doʔavot,PRESENT+SECOND+F+PLURAL+COMPLETE
daʔav,doʔevet,PRESENT+SECOND+F+SINGULAR+COMPLETE
daʔav,doʔavim,PRESENT+SECOND+M+PLURAL+COMPLETE
daʔav,doʔeiv,PRESENT+SECOND+M+SINGULAR+COMPLETE
daʔav,doʔavot,PRESENT+THIRD+F+PLURAL+COMPLETE
daʔav,doʔevet,PRESENT+THIRD+F+SINGULAR+COMPLETE
daʔav,doʔavim,PRESENT+THIRD+M+PLURAL+COMPLETE
daʔav,doʔeiv,PRESENT+THIRD+M+SINGULAR+COMPLETE
daʕaΧ,nidʕaΧ,FUTURE+FIRST+MF+PLURAL+COMPLETE
daʕaΧ,ʔedʕaΧ,FUTURE+FIRST+MF+SINGULAR+COMPLETE
daʕaΧ,dəʕaΧna,IMPERATIVE+SECOND+F+PLURAL+COMPLETE
daʕaΧ,daʕaΧi,IMPERATIVE+SECOND+F+SINGULAR+COMPLETE
daʕaΧ,daʕaΧu,IMPERATIVE+SECOND+M+PLURAL+COMPLETE
daʕaΧ,dəʕaΧ,IMPERATIVE+SECOND+M+SINGULAR+COMPLETE
daʕaΧ,lidʕoΧ,INFINITIVE+E+E+E+COMPLETE
daʕaΧ,lidʕoΧ,INFINITIVE+E+E+E+MISSING
daʕaΧ,daʕaΧnu,PAST+FIRST+MF+PLURAL+COMPLETE
daʕaΧ,daʕaΧti,PAST+FIRST+MF+SINGULAR+COMPLETE
daʕaΧ,dəʕaΧten,PAST+SECOND+F+PLURAL+COMPLETE
daʕaΧ,daʕaΧt,PAST+SECOND+F+SINGULAR+COMPLETE
daʕaΧ,dəʕaΧtem,PAST+SECOND+M+PLURAL+COMPLETE
daʕaΧ,daʕaΧta,PAST+SECOND+M+SINGULAR+COMPLETE
daʕaΧ,daʕaΧu,PAST+THIRD+F+PLURAL+COMPLETE
daʕaΧ,daʕaΧa,PAST+THIRD+F+SINGULAR+COMPLETE
daʕaΧ,daʕaΧu,PAST+THIRD+M+PLURAL+COMPLETE
daʕaΧ,daʕaΧ,PAST+THIRD+M+SINGULAR+COMPLETE
daʕaΧ,doʕaΧot,PRESENT+FIRST+F+PLURAL+COMPLETE
daʕaΧ,doʕeΧet,PRESENT+FIRST+F+SINGULAR+COMPLETE
daʕaΧ,doʕaΧim,PRESENT+FIRST+M+PLURAL+COMPLETE
daʕaΧ,doʕeiΧ,PRESENT+FIRST+M+SINGULAR+COMPLETE
daʕaΧ,doʕaΧot,PRESENT+SECOND+F+PLURAL+COMPLETE
daʕaΧ,doʕeΧet,PRESENT+SECOND+F+SINGULAR+COMPLETE
daʕaΧ,doʕaΧim,PRESENT+SECOND+M+PLURAL+COMPLETE
daʕaΧ,doʕeiΧ,PRESENT+SECOND+M+SINGULAR+COMPLETE
daʕaΧ,doʕaΧot,PRESENT+THIRD+F+PLURAL+COMPLETE
daʕaΧ,doʕeΧet,PRESENT+THIRD+F+SINGULAR+COMPLETE
daʕaΧ,doʕaΧim,PRESENT+THIRD+M+PLURAL+COMPLETE
daʕaΧ,doʕeiΧ,PRESENT+THIRD+M+SINGULAR+COMPLETE
gadal,nigdal,FUTURE+FIRST+MF+PLURAL+COMPLETE
gadal,ʔegdal,FUTURE+FIRST+MF+SINGULAR+COMPLETE
gadal,gidlu,IMPERATIVE+SECOND+F+PLURAL+COMPLETE
gadal,gidli,IMPERATIVE+SECOND+F+SINGULAR+COMPLETE
gadal,gidlu,IMPERATIVE+SECOND+M+PLURAL+COMPLETE
gadal,gədal,IMPERATIVE+SECOND+M+SINGULAR+COMPLETE
gadal,ligdol,INFINITIVE+E+E+E+COMPLETE
gadal,ligdol,INFINITIVE+E+E+E+MISSING
gadal,gadalnu,PAST+FIRST+MF+PLURAL+COMPLETE
gadal,gadalti,PAST+FIRST+MF+SINGULAR+COMPLETE
gadal,gədalten,PAST+SECOND+F+PLURAL+COMPLETE
gadal,gadalt,PAST+SECOND+F+SINGULAR+COMPLETE
gadal,gədaltem,PAST+SECOND+M+PLURAL+COMPLETE
gadal,gadalta,PAST+SECOND+M+SINGULAR+COMPLETE
gadal,gadəlu,PAST+THIRD+F+PLURAL+COMPLETE
gadal,gadəla,PAST+THIRD+F+SINGULAR+COMPLETE
gadal,gadəlu,PAST+THIRD+M+PLURAL+COMPLETE
gadal,gadal,PAST+THIRD+M+SINGULAR+COMPLETE
gadal,gədeilot,PRESENT+FIRST+F+PLURAL+COMPLETE
gadal,gədeila,PRESENT+FIRST+F+SINGULAR+COMPLETE
gadal,gədeilim,PRESENT+FIRST+M+PLURAL+COMPLETE
gadal,gadeil,PRESENT+FIRST+M+SINGULAR+COMPLETE
gadal,gədeilot,PRESENT+SECOND+F+PLURAL+COMPLETE
gadal,gədeila,PRESENT+SECOND+F+SINGULAR+COMPLETE
gadal,gədeilim,PRESENT+SECOND+M+PLURAL+COMPLETE
gadal,gadeil,PRESENT+SECOND+M+SINGULAR+COMPLETE
gadal,gədeilot,PRESENT+THIRD+F+PLURAL+COMPLETE
gadal,gədeila,PRESENT+THIRD+F+SINGULAR+COMPLETE
gadal,gədeilim,PRESENT+THIRD+M+PLURAL+COMPLETE
gadal,gadeil,PRESENT+THIRD+M+SINGULAR+COMPLETE
gadaʁ,gəduʁot,BEINONI+FIRST+F+PLURAL+COMPLETE
gadaʁ,gəduʁa,BEINONI+FIRST+F+SINGULAR+COMPLETE
gadaʁ,gəduʁim,BEINONI+FIRST+M+PLURAL+COMPLETE
gadaʁ,gaduʁ,BEINONI+FIRST+M+SINGULAR+COMPLETE
gadaʁ,gəduʁot,BEINONI+SECOND+F+PLURAL+COMPLETE
gadaʁ,gəduʁa,BEINONI+SECOND+F+SINGULAR+COMPLETE
gadaʁ,gəduʁim,BEINONI+SECOND+M+PLURAL+COMPLETE
gadaʁ,gaduʁ,BEINONI+SECOND+M+SINGULAR+COMPLETE
gadaʁ,gəduʁot,BEINONI+THIRD+F+PLURAL+COMPLETE
gadaʁ,gəduʁa,BEINONI+THIRD+F+SINGULAR+COMPLETE
gadaʁ,gəduʁim,BEINONI+THIRD+M+PLURAL+COMPLETE
gadaʁ,gaduʁ,BEINONI+THIRD+M+SINGULAR+COMPLETE
gadaʁ,nigdoʁ,FUTURE+FIRST+MF+PLURAL+COMPLETE
gadaʁ,nigdoʁ,FUTURE+FIRST+MF+PLURAL+MISSING
gadaʁ,ʔegdoʁ,FUTURE+FIRST+MF+SINGULAR+COMPLETE
gadaʁ,ʔegdoʁ,FUTURE+FIRST+MF+SINGULAR+MISSING
gadaʁ,gidʁu,IMPERATIVE+SECOND+F+PLURAL+COMPLETE
gadaʁ,gədoʁəna,IMPERATIVE+SECOND+F+PLURAL+MISSING
gadaʁ,gidʁi,IMPERATIVE+SECOND+F+SINGULAR+COMPLETE
gadaʁ,gidʁu,IMPERATIVE+SECOND+M+PLURAL+COMPLETE
gadaʁ,gədoʁ,IMPERATIVE+SECOND+M+SINGULAR+COMPLETE
gadaʁ,gədoʁ,IMPERATIVE+SECOND+M+SINGULAR+MISSING
gadaʁ,ligdoʁ,INFINITIVE+E+E+E+COMPLETE
gadaʁ,ligdoʁ,INFINITIVE+E+E+E+MISSING
gadaʁ,gadaʁnu,PAST+FIRST+MF+PLURAL+COMPLETE
gadaʁ,gadaʁti,PAST+FIRST+MF+SINGULAR+COMPLETE
gadaʁ,gədaʁten,PAST+SECOND+F+PLURAL+COMPLETE
gadaʁ,gadaʁt,PAST+SECOND+F+SINGULAR+COMPLETE
gadaʁ,gədaʁtem,PAST+SECOND+M+PLURAL+COMPLETE
gadaʁ,gadaʁta,PAST+SECOND+M+SINGULAR+COMPLETE
gadaʁ,gadəʁu,PAST+THIRD+F+PLURAL+COMPLETE
gadaʁ,gadəʁa,PAST+THIRD+F+SINGULAR+COMPLETE
gadaʁ,gadəʁu,PAST+THIRD+M+PLURAL+COMPLETE
gadaʁ,gadaʁ,PAST+THIRD+M+SINGULAR+COMPLETE
gadaʁ,godəʁot,PRESENT+FIRST+F+PLURAL+COMPLETE
gadaʁ,godeʁet,PRESENT+FIRST+F+SINGULAR+COMPLETE
gadaʁ,godəʁim,PRESENT+FIRST+M+PLURAL+COMPLETE
gadaʁ,godeiʁ,PRESENT+FIRST+M+SINGULAR+COMPLETE
gadaʁ,godəʁot,PRESENT+SECOND+F+PLURAL+COMPLETE
gadaʁ,godeʁet,PRESENT+SECOND+F+SINGULAR+COMPLETE
gadaʁ,godəʁim,PRESENT+SECOND+M+PLURAL+COMPLETE
gadaʁ,godeiʁ,PRESENT+SECOND+M+SINGULAR+COMPLETE
gadaʁ,godəʁot,PRESENT+THIRD+F+PLURAL+COMPLETE
gadaʁ,godeʁet,PRESENT+THIRD+F+SINGULAR+COMPLETE
gadaʁ,godəʁim,PRESENT+THIRD+M+PLURAL+COMPLETE
gadaʁ,godeiʁ,PRESENT+THIRD+M+SINGULAR+COMPLETE
gadaʃ,gəduʃot,BEINONI+FIRST+F+PLURAL+COMPLETE
gadaʃ,gəduʃa,BEINONI+FIRST+F+SINGULAR+COMPLETE
gadaʃ,gəduʃim,BEINONI+FIRST+M+PLURAL+COMPLETE
gadaʃ,gaduʃ,BEINONI+FIRST+M+SINGULAR+COMPLETE
gadaʃ,gəduʃot,BEINONI+SECOND+F+PLURAL+COMPLETE
gadaʃ,gəduʃa,BEINONI+SECOND+F+SINGULAR+COMPLETE
gadaʃ,gəduʃim,BEINONI+SECOND+M+PLURAL+COMPLETE
gadaʃ,gaduʃ,BEINONI+SECOND+M+SINGULAR+COMPLETE
gadaʃ,gəduʃot,BEINONI+THIRD+F+PLURAL+COMPLETE
gadaʃ,gəduʃa,BEINONI+THIRD+F+SINGULAR+COMPLETE
gadaʃ,gəduʃim,BEINONI+THIRD+M+PLURAL+COMPLETE
gadaʃ,gaduʃ,BEINONI+THIRD+M+SINGULAR+COMPLETE
gadaʃ,nigdoʃ,FUTURE+FIRST+MF+PLURAL+COMPLETE
gadaʃ,nigdoʃ,FUTURE+FIRST+MF+PLURAL+MISSING
gadaʃ,ʔegdoʃ,FUTURE+FIRST+MF+SINGULAR+COMPLETE
gadaʃ,ʔegdoʃ,FUTURE+FIRST+MF+SINGULAR+MISSING
gadaʃ,gidʃu,IMPERATIVE+SECOND+F+PLURAL+COMPLETE
gadaʃ,gədoʃəna,IMPERATIVE+SECOND+F+PLURAL+MISSING
gadaʃ,gidʃi,IMPERATIVE+SECOND+F+SINGULAR+COMPLETE
gadaʃ,gidʃu,IMPERATIVE+SECOND+M+PLURAL+COMPLETE
gadaʃ,gədoʃ,IMPERATIVE+SECOND+M+SINGULAR+COMPLETE
gadaʃ,gədoʃ,IMPERATIVE+SECOND+M+SINGULAR+MISSING
gadaʃ,ligdoʃ,INFINITIVE+E+E+E+COMPLETE
gadaʃ,ligdoʃ,INFINITIVE+E+E+E+MISSING
gadaʃ,gadaʃnu,PAST+FIRST+MF+PLURAL+COMPLETE
gadaʃ,gadaʃti,PAST+FIRST+MF+SINGULAR+COMPLETE
gadaʃ,gədaʃten,PAST+SECOND+F+PLURAL+COMPLETE
gadaʃ,gadaʃt,PAST+SECOND+F+SINGULAR+COMPLETE
gadaʃ,gədaʃtem,PAST+SECOND+M+PLURAL+COMPLETE
gadaʃ,gadaʃta,PAST+SECOND+M+SINGULAR+COMPLETE
gadaʃ,gadəʃu,PAST+THIRD+F+PLURAL+COMPLETE
gadaʃ,gadəʃa,PAST+THIRD+F+SINGULAR+COMPLETE
gadaʃ,gadəʃu,PAST+THIRD+M+PLURAL+COMPLETE
gadaʃ,gadaʃ,PAST+THIRD+M+SINGULAR+COMPLETE
gadaʃ,godəʃot,PRESENT+FIRST+F+PLURAL+COMPLETE
gadaʃ,godeʃet,PRESENT+FIRST+F+SINGULAR+COMPLETE
gadaʃ,godəʃim,PRESENT+FIRST+M+PLURAL+COMPLETE
gadaʃ,godeiʃ,PRESENT+FIRST+M+SINGULAR+COMPLETE
gadaʃ,godəʃot,PRESENT+SECOND+F+PLURAL+COMPLETE
gadaʃ,godeʃet,PRESENT+SECOND+F+SINGULAR+COMPLETE
gadaʃ,godəʃim,PRESENT+SECOND+M+PLURAL+COMPLETE
gadaʃ,godeiʃ,PRESENT+SECOND+M+SINGULAR+COMPLETE
gadaʃ,godəʃot,PRESENT+THIRD+F+PLURAL+COMPLETE
gadaʃ,godeʃet,PRESENT+THIRD+F+SINGULAR+COMPLETE
gadaʃ,godəʃim,PRESENT+THIRD+M+PLURAL+COMPLETE
gadaʃ,godeiʃ,PRESENT+THIRD+M+SINGULAR+COMPLETE
gadaʕ,gəduʕot,BEINONI+FIRST+F+PLURAL+COMPLETE
gadaʕ,gəduʕa,BEINONI+FIRST+F+SINGULAR+COMPLETE
gadaʕ,gəduʕim,BEINONI+FIRST+M+PLURAL+COMPLETE
gadaʕ,gaduaʕ,BEINONI+FIRST+M+SINGULAR+COMPLETE
gadaʕ,gəduʕot,BEINONI+SECOND+F+PLURAL+COMPLETE
gadaʕ,gəduʕa,BEINONI+SECOND+F+SINGULAR+COMPLETE
gadaʕ,gəduʕim,BEINONI+SECOND+M+PLURAL+COMPLETE
gadaʕ,gaduaʕ,BEINONI+SECOND+M+SINGULAR+COMPLETE
gadaʕ,gəduʕot,BEINONI+THIRD+F+PLURAL+COMPLETE
gadaʕ,gəduʕa,BEINONI+THIRD+F+SINGULAR+COMPLETE
gadaʕ,gəduʕim,BEINONI+THIRD+M+PLURAL+COMPLETE
gadaʕ,gaduaʕ,BEINONI+THIRD+M+SINGULAR+COMPLETE
gadaʕ,nigdaʕ,FUTURE+FIRST+MF+PLURAL+COMPLETE
gadaʕ,ʔegdaʕ,FUTURE+FIRST+MF+SINGULAR+COMPLETE
gadaʕ,gidʕu,IMPERATIVE+SECOND+F+PLURAL+COMPLETE
gadaʕ,gidʕi,IMPERATIVE+SECOND+F+SINGULAR+COMPLETE
gadaʕ,gidʕu,IMPERATIVE+SECOND+M+PLURAL+COMPLETE
gadaʕ,gədaʕ,IMPERATIVE+SECOND+M+SINGULAR+COMPLETE
gadaʕ,ligdoaʕ,INFINITIVE+E+E+E+COMPLETE
gadaʕ,ligdoaʕ,INFINITIVE+E+E+E+MISSING
gadaʕ,gadaʕnu,PAST+FIRST+MF+PLURAL+COMPLETE
gadaʕ,gadaʕti,PAST+FIRST+MF+SINGULAR+COMPLETE
gadaʕ,gədaʕten,PAST+SECOND+F+PLURAL+COMPLETE
gadaʕ,gadaʕatt,PAST+SECOND+F+SINGULAR+COMPLETE
gadaʕ,gədaʕtem,PAST+SECOND+M+PLURAL+COMPLETE
gadaʕ,gadaʕta,PAST+SECOND+M+SINGULAR+COMPLETE
gadaʕ,gadəʕu,PAST+THIRD+F+PLURAL+COMPLETE
gadaʕ,gadəʕa,PAST+THIRD+F+SINGULAR+COMPLETE
gadaʕ,gadəʕu,PAST+THIRD+M+PLURAL+COMPLETE
gadaʕ,gadaʕ,PAST+THIRD+M+SINGULAR+COMPLETE
gadaʕ,godəʕot,PRESENT+FIRST+F+PLURAL+COMPLETE
gadaʕ,godaʕat,PRESENT+FIRST+F+SINGULAR+COMPLETE
gadaʕ,godəʕim,PRESENT+FIRST+M+PLURAL+COMPLETE
gadaʕ,godeiaʕ,PRESENT+FIRST+M+SINGULAR+COMPLETE
gadaʕ,godəʕot,PRESENT+SECOND+F+PLURAL+COMPLETE
gadaʕ,godaʕat,PRESENT+SECOND+F+SINGULAR+COMPLETE
gadaʕ,godəʕim,PRESENT+SECOND+M+PLURAL+COMPLETE
gadaʕ,godeiaʕ,PRESENT+SECOND+M+SINGULAR+COMPLETE
gadaʕ,godəʕot,PRESENT+THIRD+F+PLURAL+COMPLETE
gadaʕ,godaʕat,PRESENT+THIRD+F+SINGULAR+COMPLETE
gadaʕ,godəʕim,PRESENT+THIRD+M+PLURAL+COMPLETE
gadaʕ,godeiaʕ,PRESENT+THIRD+M+SINGULAR+COMPLETE
gaħan,nigħan,FUTURE+FIRST+MF+PLURAL+COMPLETE
gaħan,ʔegħan,FUTURE+FIRST+MF+SINGULAR+COMPLETE
gaħan,gaħanu,IMPERATIVE+SECOND+F+PLURAL+COMPLETE
gaħan,gaħani,IMPERATIVE+SECOND+F+SINGULAR+COMPLETE
gaħan,gaħanu,IMPERATIVE+SECOND+M+PLURAL+COMPLETE
gaħan,gəħan,IMPERATIVE+SECOND+M+SINGULAR+COMPLETE
gaħan,ligħon,INFINITIVE+E+E+E+COMPLETE
gaħan,ligħon,INFINITIVE+E+E+E+MISSING
gaħan,gaħanənu,PAST+FIRST+MF+PLURAL+COMPLETE
gaħan,gaħanti,PAST+FIRST+MF+SINGULAR+COMPLETE
gaħan,gəħanten,PAST+SECOND+F+PLURAL+COMPLETE
gaħan,gaħant,PAST+SECOND+F+SINGULAR+COMPLETE
gaħan,gəħantem,PAST+SECOND+M+PLURAL+COMPLETE
gaħan,gaħanta,PAST+SECOND+M+SINGULAR+COMPLETE
gaħan,gaħanu,PAST+THIRD+F+PLURAL+COMPLETE
gaħan,gaħana,PAST+THIRD+F+SINGULAR+COMPLETE
gaħan,gaħanu,PAST+THIRD+M+PLURAL+COMPLETE
gaħan,gaħan,PAST+THIRD+M+SINGULAR+COMPLETE
gaħan,goħanot,PRESENT+FIRST+F+PLURAL+COMPLETE
gaħan,goħenet,PRESENT+FIRST+F+SINGULAR+COMPLETE
gaħan,goħanim,PRESENT+FIRST+M+PLURAL+COMPLETE
gaħan,goħein,PRESENT+FIRST+M+SINGULAR+COMPLETE
gaħan,goħanot,PRESENT+SECOND+F+PLURAL+COMPLETE
gaħan,goħenet,PRESENT+SECOND+F+SINGULAR+COMPLETE
gaħan,goħanim,PRESENT+SECOND+M+PLURAL+COMPLETE
gaħan,goħein,PRESENT+SECOND+M+SINGULAR+COMPLETE
gaħan,goħanot,PRESENT+THIRD+F+PLURAL+COMPLETE
gaħan,goħenet,PRESENT+THIRD+F+SINGULAR+COMPLETE
gaħan,goħanim,PRESENT+THIRD+M+PLURAL+COMPLETE
gaħan,goħein,PRESENT+THIRD+M+SINGULAR+COMPLETE
gahaʁ,nighaʁ,FUTURE+FIRST+MF+PLURAL+COMPLETE
gahaʁ,ʔeghaʁ,FUTURE+FIRST+MF+SINGULAR+COMPLETE
gahaʁ,gahaʁu,IMPERATIVE+SECOND+F+PLURAL+COMPLETE
gahaʁ,gahaʁi,IMPERATIVE+SECOND+F+SINGULAR+COMPLETE
gahaʁ,gahaʁu,IMPERATIVE+SECOND+M+PLURAL+COMPLETE
gahaʁ,gəhaʁ,IMPERATIVE+SECOND+M+SINGULAR+COMPLETE
gahaʁ,lighoʁ,INFINITIVE+E+E+E+COMPLETE
gahaʁ,lighoʁ,INFINITIVE+E+E+E+MISSING
gahaʁ,gahaʁnu,PAST+FIRST+MF+PLURAL+COMPLETE
gahaʁ,gahaʁti,PAST+FIRST+MF+SINGULAR+COMPLETE
gahaʁ,gəhaʁten,PAST+SECOND+F+PLURAL+COMPLETE
gahaʁ,gahaʁt,PAST+SECOND+F+SINGULAR+COMPLETE
gahaʁ,gəhaʁtem,PAST+SECOND+M+PLURAL+COMPLETE
gahaʁ,gahaʁta,PAST+SECOND+M+SINGULAR+COMPLETE
gahaʁ,gahaʁu,PAST+THIRD+F+PLURAL+COMPLETE
gahaʁ,gahaʁa,PAST+THIRD+F+SINGULAR+COMPLETE
gahaʁ,gahaʁu,PAST+THIRD+M+PLURAL+COMPLETE
gahaʁ,gahaʁ,PAST+THIRD+M+SINGULAR+COMPLETE
gahaʁ,gohaʁot,PRESENT+FIRST+F+PLURAL+COMPLETE
gahaʁ,goheʁet,PRESENT+FIRST+F+SINGULAR+COMPLETE
gahaʁ,gohaʁim,PRESENT+FIRST+M+PLURAL+COMPLETE
gahaʁ,goheiʁ,PRESENT+FIRST+M+SINGULAR+COMPLETE
gahaʁ,gohaʁot,PRESENT+SECOND+F+PLURAL+COMPLETE
gahaʁ,goheʁet,PRESENT+SECOND+F+SINGULAR+COMPLETE
gahaʁ,gohaʁim,PRESENT+SECOND+M+PLURAL+COMPLETE
gahaʁ,goheiʁ,PRESENT+SECOND+M+SINGULAR+COMPLETE
gahaʁ,gohaʁot,PRESENT+THIRD+F+PLURAL+COMPLETE
gahaʁ,goheʁet,PRESENT+THIRD+F+SINGULAR+COMPLETE
gahaʁ,gohaʁim,PRESENT+THIRD+M+PLURAL+COMPLETE
gahaʁ,goheiʁ,PRESENT+THIRD+M+SINGULAR+COMPLETE
galal,gəlulot,BEINONI+FIRST+F+PLURAL+COMPLETE
galal,gəlula,BEINONI+FIRST+F+SINGULAR+COMPLETE
galal,gəlulim,BEINONI+FIRST+M+PLURAL+COMPLETE
galal,galul,BEINONI+FIRST+M+SINGULAR+COMPLETE
galal,gəlulot,BEINONI+SECOND+F+PLURAL+COMPLETE
galal,gəlula,BEINONI+SECOND+F+SINGULAR+COMPLETE
galal,gəlulim,BEINONI+SECOND+M+PLURAL+COMPLETE
galal,galul,BEINONI+SECOND+M+SINGULAR+COMPLETE
galal,gəlulot,BEINONI+THIRD+F+PLURAL+COMPLETE
galal,gəlula,BEINONI+THIRD+F+SINGULAR+COMPLETE
galal,gəlulim,BEINONI+THIRD+M+PLURAL+COMPLETE
galal,galul,BEINONI+THIRD+M+SINGULAR+COMPLETE
galal,niglol,FUTURE+FIRST+MF+PLURAL+COMPLETE
galal,niglol,FUTURE+FIRST+MF+PLURAL+MISSING
galal,ʔeglol,FUTURE+FIRST+MF+SINGULAR+COMPLETE
galal,ʔeglol,FUTURE+FIRST+MF+SINGULAR+MISSING
galal,giləlu,IMPERATIVE+SECOND+F+PLURAL+COMPLETE
galal,gəloləna,IMPERATIVE+SECOND+F+PLURAL+MISSING
galal,giləli,IMPERATIVE+SECOND+F+SINGULAR+COMPLETE
galal,giləlu,IMPERATIVE+SECOND+M+PLURAL+COMPLETE
galal,gəlol,IMPERATIVE+SECOND+M+SINGULAR+COMPLETE
galal,gəlol,IMPERATIVE+SECOND+M+SINGULAR+MISSING
galal,liglol,INFINITIVE+E+E+E+COMPLETE
galal,liglol,INFINITIVE+E+E+E+MISSING
galal,galalnu,PAST+FIRST+MF+PLURAL+COMPLETE
galal,galalti,PAST+FIRST+MF+SINGULAR+COMPLETE
galal,gəlalten,PAST+SECOND+F+PLURAL+COMPLETE
galal,galalt,PAST+SECOND+F+SINGULAR+COMPLETE
galal,gəlaltem,PAST+SECOND+M+PLURAL+COMPLETE
galal,galalta,PAST+SECOND+M+SINGULAR+COMPLETE
galal,galəlu,PAST+THIRD+F+PLURAL+COMPLETE
galal,galəla,PAST+THIRD+F+SINGULAR+COMPLETE
galal,galəlu,PAST+THIRD+M+PLURAL+COMPLETE
galal,galal,PAST+THIRD+M+SINGULAR+COMPLETE
galal,goləlot,PRESENT+FIRST+F+PLURAL+COMPLETE
galal,golelet,PRESENT+FIRST+F+SINGULAR+COMPLETE
galal,goləlim,PRESENT+FIRST+M+PLURAL+COMPLETE
galal,goleil,PRESENT+FIRST+M+SINGULAR+COMPLETE
galal,goləlot,PRESENT+SECOND+F+PLURAL+COMPLETE
galal,golelet,PRESENT+SECOND+F+SINGULAR+COMPLETE
galal,goləlim,PRESENT+SECOND+M+PLURAL+COMPLETE
galal,goleil,PRESENT+SECOND+M+SINGULAR+COMPLETE
galal,goləlot,PRESENT+THIRD+F+PLURAL+COMPLETE
galal,golelet,PRESENT+THIRD+F+SINGULAR+COMPLETE
galal,goləlim,PRESENT+THIRD+M+PLURAL+COMPLETE
galal,goleil,PRESENT+THIRD+M+SINGULAR+COMPLETE
galaʃ,gəluʃot,BEINONI+FIRST+F+PLURAL+COMPLETE
galaʃ,gəluʃa,BEINONI+FIRST+F+SINGULAR+COMPLETE
galaʃ,gəluʃim,BEINONI+FIRST+M+PLURAL+COMPLETE
galaʃ,galuʃ,BEINONI+FIRST+M+SINGULAR+COMPLETE
galaʃ,gəluʃot,BEINONI+SECOND+F+PLURAL+COMPLETE
galaʃ,gəluʃa,BEINONI+SECOND+F+SINGULAR+COMPLETE
galaʃ,gəluʃim,BEINONI+SECOND+M+PLURAL+COMPLETE
galaʃ,galuʃ,BEINONI+SECOND+M+SINGULAR+COMPLETE
galaʃ,gəluʃot,BEINONI+THIRD+F+PLURAL+COMPLETE
galaʃ,gəluʃa,BEINONI+THIRD+F+SINGULAR+COMPLETE
galaʃ,gəluʃim,BEINONI+THIRD+M+PLURAL+COMPLETE
galaʃ,galuʃ,BEINONI+THIRD+M+SINGULAR+COMPLETE
galaʃ,nigloʃ,FUTURE+FIRST+MF+PLURAL+COMPLETE
galaʃ,nigloʃ,FUTURE+FIRST+MF+PLURAL+MISSING
galaʃ,ʔegloʃ,FUTURE+FIRST+MF+SINGULAR+COMPLETE
galaʃ,ʔegloʃ,FUTURE+FIRST+MF+SINGULAR+MISSING
galaʃ,gilʃu,IMPERATIVE+SECOND+F+PLURAL+COMPLETE
galaʃ,gəloʃəna,IMPERATIVE+SECOND+F+PLURAL+MISSING
galaʃ,gilʃi,IMPERATIVE+SECOND+F+SINGULAR+COMPLETE
galaʃ,gilʃu,IMPERATIVE+SECOND+M+PLURAL+COMPLETE
galaʃ,gəloʃ,IMPERATIVE+SECOND+M+SINGULAR+COMPLETE
galaʃ,gəloʃ,IMPERATIVE+SECOND+M+SINGULAR+MISSING
galaʃ,ligloʃ,INFINITIVE+E+E+E+COMPLETE
galaʃ,ligloʃ,INFINITIVE+E+E+E+MISSING
galaʃ,galaʃnu,PAST+FIRST+MF+PLURAL+COMPLETE
galaʃ,galaʃti,PAST+FIRST+MF+SINGULAR+COMPLETE
galaʃ,gəlaʃten,PAST+SECOND+F+PLURAL+COMPLETE
galaʃ,galaʃt,PAST+SECOND+F+SINGULAR+COMPLETE
galaʃ,gəlaʃtem,PAST+SECOND+M+PLURAL+COMPLETE
galaʃ,galaʃta,PAST+SECOND+M+SINGULAR+COMPLETE
galaʃ,galəʃu,PAST+THIRD+F+PLURAL+COMPLETE
galaʃ,galəʃa,PAST+THIRD+F+SINGULAR+COMPLETE
galaʃ,galəʃu,PAST+THIRD+M+PLURAL+COMPLETE
galaʃ,galaʃ,PAST+THIRD+M+SINGULAR+COMPLETE
galaʃ,goləʃot,PRESENT+FIRST+F+PLURAL+COMPLETE
galaʃ,goleʃet,PRESENT+FIRST+F+SINGULAR+COMPLETE
galaʃ,goləʃim,PRESENT+FIRST+M+PLURAL+COMPLETE
galaʃ,goleiʃ,PRESENT+FIRST+M+SINGULAR+COMPLETE
galaʃ,goləʃot,PRESENT+SECOND+F+PLURAL+COMPLETE
galaʃ,goleʃet,PRESENT+SECOND+F+SINGULAR+COMPLETE
